SMILES,PKM2_inhibition,ERK2_inhibition,NumAromaticHeterocycles,BertzCT,Chi3v,MaxAbsPartialCharge,MinEStateIndex,Kappa1,BCUT2D_LOGPHI,BCUT2D_CHGHI,MolMR,fr_Ar_N,BCUT2D_MWHI,fr_aryl_methyl,fr_unbrch_alkane,Kappa2,FpDensityMorgan2,FpDensityMorgan1,TPSA,HallKierAlpha,MaxAbsEStateIndex,MaxPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MWLOW,MaxEStateIndex,FpDensityMorgan3,fr_ether,Ipc,MinAbsPartialCharge,Chi4v,qed,BCUT2D_MRLOW,fr_sulfonamd,Chi4n,AvgIpc,SPS,MinAbsEStateIndex,Chi1v,BCUT2D_MRHI,fr_methoxy,MinPartialCharge,BalabanJ,BCUT2D_CHGLO,MolLogP
CC(C)c1ccc(NC(=O)c2cccnc2)cc1,0,0,1,517.949682051087,2.758944507454941,0.3219494844878099,-0.1385213529856384,12.300954293871056,2.1704915911963107,2.054442993016871,72.72120000000004,1,16.149168207017254,0,0,5.448963289892988,1.8888888888888888,1.1666666666666667,41.99,-2.16,11.881767920131017,0.2567242551723087,-2.1142677414276254,10.033190256309847,11.881767920131017,2.4444444444444446,0,14327.402342001662,0.2567242551723087,1.651689627098205,0.8922876741212409,0.102175886058432,0,1.651689627098205,2.4007041457777585,10.38888888888889,0.1385213529856384,5.9792817386025305,6.034865520060153,0,-0.3219494844878099,2.079845922271851,-2.078171975181294,3.457300000000002
CC(Nc1ccccc1)=[NH+]c1ccccc1,0,0,0,460.6087192277259,2.2112532712920925,0.2490012504712307,1.0114814814814816,10.42855960264156,2.032850930639451,1.9970677324408244,67.81040000000003,0,14.984350089197054,0,0,5.121140695118211,1.4375,0.875,26.0,-2.0899999999999994,3.2958985260770977,0.2490012504712307,-2.6713105542817783,10.289405524964408,3.2958985260770977,2.0625,0,6213.389726542117,0.2448813383813292,1.507235073664234,0.5758844383304283,-0.3537342350294759,0,1.507235073664234,2.3115289161243,11.1875,1.0114814814814816,5.321367205045918,5.889390664545878,0,-0.2448813383813292,2.0909283750699563,-1.9748142820680783,1.9292
CCC(CC)C(=O)NCc1ccccc1OC,0,0,0,358.99477182168346,3.0019823326893524,0.4964065161265301,0.1154695767195761,13.554557779212397,2.168192730347037,2.1340285800037617,68.91270000000004,0,16.465842070295018,0,0,6.941744207933396,1.9411764705882355,1.2941176470588236,38.33,-1.51,11.826343537414964,0.2228557672120431,-2.29241802849338,10.025707311423936,11.826343537414964,2.5294117647058822,1,6874.70673295124,0.2228557672120431,1.835153424399817,0.8230016810233469,-0.124871801065082,0,1.835153424399817,2.3771461732196544,10.352941176470589,0.1154695767195761,6.120338909199534,5.780576612808865,1,-0.4964065161265301,2.577896564016854,-2.13659021821923,2.747600000000001
CCC/C(=N\O)c1c[nH]c2ccccc12,0,0,1,485.0827057106637,2.50766072249616,0.4106234087064124,0.7453240740740743,9.772438771927312,2.19430070041063,2.0850199791076296,61.53020000000002,1,16.434080325086978,0,0,4.170877177468794,2.2,1.4,48.38,-1.7699999999999996,8.962478269085413,0.0888615314155731,-1.9842760686173888,10.055357681596046,8.962478269085413,2.933333333333333,0,4596.250131691017,0.0888615314155731,1.7856152145868265,0.4480686311903014,0.3177002035694666,0,1.7856152145868265,2.695747877824643,12.2,0.7453240740740743,5.138967507909053,6.098900718335031,0,-0.4106234087064124,2.5132734275762347,-1.9974850037605405,3.146300000000001
CCCC(=O)Nc1cc(=O)nc2nc[nH]n12,0,0,2,570.5281870228736,2.0226960939910112,0.3104380529730349,-0.4315754913076339,10.341598816932294,2.0423155011316703,2.071735981805491,57.1454,4,16.150005784540507,0,0,4.13201156059763,2.4375,1.625,92.15,-2.18,11.408130196523054,0.2762538240131722,-2.176984574972454,10.307139704971911,11.408130196523054,3.1875,0,5883.642217901343,0.2762538240131722,1.3526869597564757,0.7715230445992525,-0.1157843436190955,0,1.3526869597564757,2.651483649347158,10.5625,0.1421296296296292,4.934773542275159,5.893862186593224,0,-0.3104380529730349,2.389567620173529,-2.045266428798552,0.1561999999999997
CCCCCCP(=O)([O-])c1ccccc1,0,0,0,321.65382107814764,4.445541880469439,0.7959782985781054,-3.335078577727387,12.47939625260236,2.347324548308793,2.0887193214898576,62.69150000000005,0,31.177558913061347,0,2,6.093471214101162,1.8,1.1333333333333333,40.13,-0.5900000000000001,11.823101379440663,0.04329343542886,-2.1712273241336164,10.20693469304183,11.823101379440663,2.4,0,2357.2466519368118,0.04329343542886,3.055457220797565,0.5510011625334136,-0.1707437935136486,0,1.5309554089221034,2.2578990918934974,11.6,0.3025925925925925,7.332739190020288,7.642233114959367,0,-0.7959782985781054,2.4899695308233345,-2.2307390722289253,2.5306000000000006
CCCCOC(=O)c1cc(=O)[nH]c2ccccc12,0,0,1,615.7103679988246,2.7014974371541296,0.4620782709327831,-0.4391203703703696,12.35936766919926,2.1499642124318328,2.119361768646056,69.75920000000004,1,16.532749665832526,0,1,5.489653133998208,2.111111111111111,1.3333333333333333,59.16,-2.1,11.910702003023433,0.3385164751527614,-2.128834179622474,10.103063713943868,11.910702003023433,2.888888888888889,1,13896.247433566738,0.3385164751527614,1.7604817141197011,0.6646381998989055,0.0501619940662739,0,1.7604817141197011,2.375020925237864,10.5,0.2952393287561936,6.012854889856406,6.026177861255428,0,-0.4620782709327831,2.3711838123375517,-2.0607898521171037,2.4850000000000003
CCCCP(=O)([O-])CCC(=O)[O-],0,0,0,189.8453973109586,3.411557794536276,0.7992970585328005,-3.433765432098766,11.660000000000002,2.362416284230048,2.0564924250753105,41.87250000000002,0,31.17750755089172,0,0,5.33101689428904,2.0,1.4166666666666667,80.25999999999999,-0.3400000000000001,11.030555555555557,0.0418024697386536,-2.241258770693164,10.385822182319297,11.030555555555557,2.4166666666666665,0,288.70612100692017,0.0418024697386536,2.3173537589137294,0.5343209723996027,-0.3049384335242295,0,0.7724512529712433,1.9774391849789053,11.5,0.1079166666666666,5.961720173355045,7.560804853306785,0,-0.7992970585328005,3.712521387474597,-2.225083928696721,-0.4351
CCCOc1ccc2ncc(C(=O)[O-])c(O)c2c1,0,0,1,594.8060923945558,2.503759684482934,0.5446086953089126,-1.4566855368690683,12.164699343827316,2.2931195343986235,2.090456989022552,63.524300000000025,1,16.47681811771351,0,0,4.9120386690167175,2.2777777777777777,1.5,82.48,-2.3,10.780050031988614,0.135211222905936,-2.220719984919971,10.115887652157015,10.780050031988614,2.9444444444444446,1,12591.040037563687,0.135211222905936,1.6167967930063327,0.8727585071000151,-0.2546668701168646,0,1.6167967930063327,2.363183190233425,10.5,0.3239430324598973,5.590275843031673,5.973709650428216,0,-0.5446086953089126,2.518652486986212,-2.0956839078760803,1.0926999999999998
CCC[C@@](O)(CC[NH+](C)C)c1ccc(OC)cc1,0,0,0,348.01616352106794,3.32952646035725,0.4967681887292784,-0.7100283446712017,14.999031877213696,2.302817972442424,2.285346610759241,74.09350000000006,0,16.465308724214264,0,0,6.760871550741902,1.7777777777777777,1.1666666666666667,33.900000000000006,-1.06,10.840927815570671,0.1183813718938138,-3.054463431499925,9.858731491107829,10.840927815570671,2.2222222222222223,1,8722.232247558393,0.1183813718938138,2.185301814904013,0.7648666048178858,-0.8589716615011342,0,2.185301814904013,2.3675983299561327,14.555555555555555,0.7100283446712017,6.675113391458061,5.30361690415841,1,-0.4967681887292784,2.864671020475785,-2.2856904331976224,1.2175
CCCc1ccc(OCCNC(=O)CC)cc1,0,0,0,332.5803757963123,2.476100862746045,0.4917623592238539,0.0619386349581159,13.554557779212397,2.1243940763936378,1.9697770235926555,69.23270000000004,0,16.47749113343808,1,1,7.712913530211321,1.9411764705882355,1.2352941176470589,38.33,-1.5099999999999998,10.97303511625398,0.2193347476798845,-2.2662854280331426,10.11864095089031,10.97303511625398,2.5294117647058822,1,7004.545757758454,0.2193347476798845,1.5253531456791638,0.7375201723242739,-0.1203721478722599,0,1.5253531456791638,2.363207070768709,10.0,0.0619386349581159,6.243164364257511,5.748762400662924,0,-0.4917623592238539,2.247683677062741,-2.073595334358532,2.5441000000000003
CCN(CC)S(=O)(=O)c1cccc2nonc12,0,0,1,616.5127604464516,4.653707674301105,0.2449115312754039,-3.526874999999999,11.999329445189208,2.223613974268436,2.2499717386591924,61.91080000000004,2,32.23342661056634,0,0,4.420446218504293,1.9411764705882355,1.2352941176470589,76.30000000000001,-1.4700000000000002,12.32287037037037,0.2449115312754039,-2.302812686435367,10.303837961525751,12.32287037037037,2.588235294117647,0,9543.52925748862,0.2433028566834642,3.286864169260433,0.8214600130358997,0.3146520523010101,1,1.6921468023248405,2.7710595985739315,12.411764705882351,0.1388425925925931,6.763142990634093,7.88949679989729,0,-0.2433028566834642,2.635170122101089,-2.1754911457844743,1.2533
CCOC(=O)CCc1nc2ccccc2[nH]1,0,0,1,457.4793467765359,2.3096719816169795,0.4659593395380626,-0.1778184051398332,10.670299983987857,2.108508719040822,2.056091738221405,61.04770000000002,2,16.53181553901657,1,0,4.787865961199294,2.25,1.4375,54.98,-1.84,11.167671642731166,0.3057251882828267,-2.0519322456885605,10.286934782082875,11.167671642731166,3.0,1,6787.489160060506,0.3057251882828267,1.5776581484187626,0.7989907422291657,-0.1425855310738092,0,1.5776581484187626,2.6913121173911603,10.5625,0.1778184051398332,5.385700852121356,5.747304598085938,0,-0.4659593395380626,2.017225121773479,-1.9838942723049695,2.0586
CCOC(=O)N=[S@@](N)(=O)c1ccc(Cl)cc1,0,0,0,491.9804913339291,3.2491983745177766,0.4477601136982598,-3.2566512345679013,12.957159167226324,2.1382513445157545,2.096456940544102,61.497800000000026,0,35.4956915407177,0,0,5.288484069716203,2.0625,1.5,81.75,-1.11,11.851460695389267,0.4426813943241959,-2.14961355035727,10.364341723198004,11.851460695389267,2.5625,1,2780.7687552582347,0.4426813943241959,1.9744467441891649,0.8869313079450108,0.1637916326254856,0,0.942839906980826,2.172475590045496,13.9375,0.1512610754178216,6.38315269294247,7.913127628317245,0,-0.4477601136982598,3.059822831483243,-2.0307061145441963,2.1971
CCOC(=O)NCc1ccc2c(c1)cc(C)n2C,0,0,1,572.4228336274464,3.0590270879480115,0.449852263092234,-0.3732970626522209,12.485967138919989,2.1916479021373827,2.04364937083534,71.51770000000003,1,16.546378696259755,2,0,5.123500477711226,2.1666666666666665,1.3888888888888888,43.26,-1.9699999999999995,11.200748036869069,0.4068839974147989,-2.230367681340097,10.13994563733919,11.200748036869069,2.888888888888889,1,13906.784461845802,0.4068839974147989,2.003224487173952,0.9045114099051614,0.1514175657176421,0,2.003224487173952,2.6263993317933525,10.61111111111111,0.3732970626522209,6.070948319333899,5.816737200629324,0,-0.449852263092234,2.128798895614286,-2.0549677234284736,2.732820000000001
CCOC(=O)Nc1cccc2ccccc12,0,0,0,502.7636829098337,2.301799287205208,0.4496073895624668,-0.4177286470143604,10.486553034816016,2.223301314894505,2.0416190984199747,64.59270000000004,0,16.546450015238367,0,0,4.659852254596217,1.9375,1.1875,38.33,-2.03,11.322812263794408,0.4111223487250257,-2.128602303223741,10.09859151720882,11.322812263794408,2.75,1,5693.383949560939,0.4111223487250257,1.6115457535183897,0.8332069500954725,0.1676866568170678,0,1.6115457535183897,2.2975722153191844,10.0625,0.3716264329806,5.225397411291143,5.995096119591222,0,-0.4496073895624668,2.3342276919971434,-2.076027236492263,3.4082000000000017
CCOC(=O)c1cccc(C(=O)OCC)n1,0,0,1,356.07588186361244,1.7182310769656466,0.4612633566808191,-0.5475477135298565,12.160972320794889,2.0287515715512163,2.1268757842926025,56.15000000000003,1,16.53715484130857,0,0,5.846757946035439,1.5,1.0625,65.49000000000001,-1.91,11.340529651675483,0.3564355957633836,-2.1197704841109943,10.275015566754757,11.340529651675483,1.875,2,3884.982552838717,0.3564355957633836,1.072149444581091,0.7223201217643724,0.0511276933348933,0,1.072149444581091,2.2974468083020207,9.625,0.1040769085411943,4.999290943846699,5.909860762767338,0,-0.4612633566808191,2.860017285552168,-2.0320327711215445,1.435
CCOc1ccc(C(=O)[O-])cc1OC,0,0,0,332.8939251082797,1.699169170024974,0.5448126908120586,-1.2302328987150413,10.371366965012204,2.2710485698011618,2.0452415972416778,48.493500000000026,0,16.51350759175676,0,0,4.504872697550273,2.142857142857143,1.4285714285714286,58.59,-1.7099999999999995,10.53076491244646,0.1608911358791277,-2.216549200867545,10.17710970722676,10.53076491244646,2.642857142857143,2,1385.8413423536597,0.1608911358791277,1.0693050958411623,0.6997790952745722,-0.2545675281747798,0,1.0693050958411623,2.1824273107931647,9.571428571428571,0.0743546863189723,4.208560658885535,5.862355995172339,1,-0.5448126908120586,3.044299349852216,-2.105371952203084,0.4573999999999998
CCOc1ccc(CN2CCC(=O)NC2=O)cc1,0,0,0,442.0545080602875,2.7501388311463573,0.4938897456585548,-0.3193197016460904,12.417791918832323,2.1426554515634586,2.220193123611505,66.17670000000004,0,16.47605710418194,0,0,5.530426981024416,2.0,1.2777777777777777,58.64,-2.04,11.547780489912526,0.3238550297540155,-2.483525121582276,10.16161223561488,11.547780489912526,2.611111111111111,1,13309.65751755313,0.3238550297540155,1.827875534296692,0.8786262260876279,-0.1210946312208163,0,1.827875534296692,2.3531926304018973,15.5,0.2056076613381803,5.992690667493276,5.96083389702248,0,-0.4938897456585548,1.9630302049356625,-2.2602668153711014,1.5272
CC[NH+]1CCN(Cc2nnnn2C(C)(C)C)CC1,0,0,1,372.1645087687056,3.5976925570739566,0.3330434315175448,-0.0463055476820355,13.422332087402022,2.137972177779546,2.236498319191,69.32770000000004,4,15.56231420719714,0,0,5.319112434252318,1.8888888888888888,1.2222222222222223,51.28,-1.01,4.169313507810532,0.1653413650224647,-3.1399312294774964,10.110328369308638,4.169313507810532,2.4444444444444446,0,13837.135681482643,0.1653413650224647,2.4064682329140346,0.7621831224210674,-0.9023418155507594,0,2.4064682329140346,2.778541301502539,19.33333333333333,0.0463055476820355,6.840824034860095,4.8702149157872885,0,-0.3330434315175448,1.9662553875673092,-2.3127669641047413,-0.8514999999999975
CCc1ccccc1N1C(=O)[C@H]2CC=CC[C@@H]2C1=O,0,0,0,535.6222901993028,4.1209904826042365,0.2736709995669716,-0.1505442176870752,12.150135687069982,2.381412682285021,2.476146164358193,73.66700000000003,0,16.181776332796865,1,0,4.649081191980852,1.631578947368421,1.0526315789473684,37.38,-1.9,12.48996126228269,0.2375162394546301,-2.312370014867528,9.851918803863086,12.48996126228269,2.210526315789474,0,35979.7735694625,0.2375162394546301,3.0656728384670635,0.6016183653515256,-0.1220209115652875,0,3.0656728384670635,2.7140207867136232,25.84210526315789,0.027546296296296,6.8440892223949925,6.220959668262651,0,-0.2736709995669716,2.018456298695589,-2.1768634916178984,2.704600000000001
CCc1nn2cc(-c3ccccc3)[nH+]c2s1,0,0,2,578.0251893574158,3.610486696836617,0.3661208563491561,0.98696129377677,9.539182525951556,2.177357322761507,2.1464580212893667,64.43870000000003,3,32.133552219854806,1,0,3.717650409398363,2.125,1.3125,31.44,-1.68,4.481302437641723,0.3661208563491561,-1.9952304152668792,10.163784125669306,4.481302437641723,2.8125,0,10491.565159000607,0.2254132146985504,2.536050682591306,0.6650010110073943,-0.3271055169120759,0,1.6916895723848169,2.86968412445312,11.0625,0.98696129377677,6.140176265536304,7.158048693925168,0,-0.2254132146985504,2.0958509780151937,-1.8919968746398244,2.4393
CCc1nnc(NC(=O)C2CCC2)s1,0,0,1,332.5529868353567,3.4584041316595195,0.3002860047657473,0.1065306122448983,9.579885719888498,2.275962557078167,2.252786468490336,55.25770000000003,2,32.13358333056034,1,0,4.041467359803876,2.357142857142857,1.5714285714285714,54.88,-0.9700000000000002,11.520092120181406,0.2288088478000424,-2.274494006787934,9.84758353444831,11.520092120181406,2.857142857142857,0,1773.7061701292434,0.2288088478000424,2.007332261921438,0.8295840048992364,-0.121626195084418,0,1.3248852287743147,2.484182311105383,16.357142857142858,0.1065306122448983,5.741914499425839,7.14915875395188,0,-0.3002860047657473,1.9215295359877316,-2.225779300082469,1.8391
CCc1nnc(NCn2nc(C)cc2C)s1,0,0,2,473.2628103380612,3.277991116848566,0.3408304144028198,0.6369255479969766,11.067308651050284,2.1507015427993137,2.032716433164275,64.61070000000002,4,32.1335834473849,3,0,4.608399415042914,2.1875,1.375,55.63,-1.43,4.362855174477199,0.2066116728253614,-2.102714900864062,10.397545152204144,4.362855174477199,2.75,0,6460.962900558608,0.2066116728253614,2.112983371961201,0.8831262919528705,0.6424076790045835,0,1.445441100802113,2.820149672875865,10.6875,0.6369255479969766,6.076963659971065,7.147186092666073,0,-0.3408304144028198,1.988125317303398,-2.0354663277568297,1.98344
CN(C)C(=O)Oc1ccc(C[NH+](C)C)cc1Cl,0,0,0,405.492144048771,2.41175438135672,0.4142530473867437,-0.432514277315865,13.803532401524777,2.251462113688106,2.106314883697001,67.67770000000003,0,35.49569148904787,0,0,5.887784005843077,2.0588235294117645,1.411764705882353,33.980000000000004,-1.2599999999999998,11.368093794616613,0.4142530473867437,-3.0369662906853465,10.181340993501152,11.368093794616613,2.5294117647058822,1,4276.060696389527,0.4086193539901852,1.5723902871610305,0.8782563221144273,-0.872288779178838,0,1.3306746170197192,2.2041549981389315,10.470588235294118,0.3915488788107839,5.742493786858664,6.317558488817832,0,-0.4086193539901852,2.7925662833643745,-2.126027222146119,1.0449000000000002
CN(C)S(=O)(=O)NCc1ccc2c(c1)OCO2,0,0,0,513.0372247772119,3.846963275116579,0.4535954802860952,-3.399196192365833,12.154969174970498,2.3187573413921148,2.152839254806856,62.01150000000004,0,32.23877348539874,0,0,4.516338783991563,2.0,1.2941176470588236,67.87,-1.31,11.49626629818594,0.2787379679037985,-2.346044913999439,10.181435875596073,11.49626629818594,2.7058823529411766,2,8402.214292006365,0.2787379679037985,1.9618097224394109,0.843761047930944,0.1736251488541422,0,1.3545433133910338,2.7288776524866405,14.294117647058824,0.2105274077223482,6.485261396753499,7.865969296680874,0,-0.4535954802860952,2.0551439166319674,-2.118969784620869,0.3112999999999999
COC(=O)COc1ccc(C(=O)OC)cc1,0,0,0,368.4662413891756,1.8597714237697207,0.4819124611140404,-0.4610699588477362,12.03163323782235,2.121684448665152,2.0542085612462437,55.29250000000003,0,16.560740331654106,0,0,5.7471786350266125,1.6875,1.0625,61.83,-2.04,11.099994969840298,0.3433803921012993,-2.121120637695576,10.196021931856992,11.099994969840298,2.1875,3,4062.485516567667,0.3433803921012993,1.0062793180000384,0.7144917609436909,-0.1424428136294756,0,1.0062793180000384,2.350975414680363,9.375,0.1586598481985386,4.5507130373213895,5.888831972570125,2,-0.4819124611140404,2.5773360389944187,-2.0463903090682547,1.025
COC(=O)CSc1nc2ccccc2o1,0,0,1,447.227165980706,2.617039276181488,0.4683780042765104,-0.2895776643990926,10.04234514470165,2.2231766118221645,2.078160997104395,56.74900000000002,1,32.1665662647534,0,0,4.354050061987687,2.333333333333333,1.5333333333333334,52.33,-1.49,10.887810531620056,0.3156647977762735,-2.02126896779907,10.323205882557833,10.887810531620056,3.066666666666667,1,4274.069266851695,0.3156647977762735,1.763176475817627,0.5887599458762479,-0.1369487963168407,0,1.0923962771234002,2.6796672519446365,10.466666666666669,0.2116288737717313,5.33125996615468,7.992582525183672,1,-0.4683780042765104,2.1188713945730084,-1.935334571717668,2.0929
COC(=O)C[C@H]1[NH2+]CCNC1=O,0,0,0,193.0905098087951,1.8457737782309065,0.4688119034515725,-0.3395370370370372,8.991743119266056,1.9087326410841197,2.2743204899475207,40.2231,0,16.523168912565602,0,0,4.058687438538379,2.583333333333333,1.8333333333333333,72.00999999999999,-1.1,11.09555933484505,0.3116435251847508,-2.9627181847343964,10.140483412821697,11.09555933484505,3.1666666666666665,1,544.530641803533,0.3116435251847508,1.156941584588331,0.4576374372378676,-0.6781347372782454,0,1.156941584588331,2.086324298097827,23.08333333333333,0.0771759259259257,3.916232556202078,5.849661767942978,1,-0.4688119034515725,2.38738150286162,-2.183854831505626,-2.3886999999999974
