SMILES,PKM2_inhibition,ERK2_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,TPSA,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_barbitur,fr_benzene,fr_bicyclic,fr_dihydropyridine,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
CC(C)c1ccc(NC(=O)c2cccnc2)cc1,0,0,11.881767920131017,11.881767920131017,0.1385213529856384,-0.1385213529856384,0.8922876741212409,10.38888888888889,240.306,0.2567242551723087,-0.3219494844878099,0.3219494844878099,0.2567242551723087,1.1666666666666667,1.8888888888888888,2.4444444444444446,16.149168207017254,10.033190256309847,2.054442993016871,-2.078171975181294,2.1704915911963107,-2.1142677414276254,6.034865520060153,0.102175886058432,2.4007041457777585,2.079845922271851,517.949682051087,5.9792817386025305,4.472533551070905,4.472533551070905,2.758944507454941,2.758944507454941,1.651689627098205,1.651689627098205,-2.1599999999999997,14327.402342001662,12.300954293871056,5.448963289892988,2.943931331747919,41.99,1,3,0,0,0,1,1,2,2,1,3,3,0,0,0,2,3.457300000000002,72.72120000000004,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(Nc1ccccc1)=[NH+]c1ccccc1,0,0,3.2958985260770977,3.2958985260770977,1.0114814814814816,1.0114814814814816,0.5758844383304283,11.1875,211.28799999999998,0.24900125047123078,-0.24488133838132925,0.24900125047123078,0.24488133838132925,0.875,1.4375,2.0625,14.984350089197054,10.289405524964407,1.9970677324408244,-1.9748142820680783,2.032850930639451,-2.6713105542817783,5.889390664545878,-0.3537342350294759,2.3115289161242996,2.0909283750699563,460.6087192277259,5.321367205045918,3.607050807568879,3.607050807568879,2.2112532712920925,2.2112532712920925,1.5072350736642341,1.5072350736642341,-2.0899999999999994,6213.389726542117,10.42855960264156,5.121140695118211,2.953088807142451,26.0,2,2,0,0,0,2,0,2,0,2,2,2,0,0,0,2,1.9292,67.81040000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(CC)C(=O)NCc1ccccc1OC,0,0,11.826343537414965,11.826343537414965,0.11546957671957614,0.11546957671957614,0.8230016810233469,10.352941176470589,235.327,0.22285576721204312,-0.49640651612653014,0.49640651612653014,0.22285576721204312,1.2941176470588236,1.9411764705882353,2.5294117647058822,16.465842070295018,10.025707311423936,2.1340285800037617,-2.13659021821923,2.168192730347037,-2.2924180284933797,5.780576612808865,-0.12487180106508208,2.3771461732196544,2.577896564016854,358.99477182168346,6.120338909199534,4.043071002652927,4.043071002652927,3.0019823326893524,3.0019823326893524,1.8351534243998173,1.8351534243998173,-1.51,6874.70673295124,13.554557779212395,6.941744207933396,3.768909350588677,38.33,1,3,0,0,0,1,0,1,2,1,3,6,0,0,0,1,2.747600000000001,68.91270000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC/C(=N\O)c1c[nH]c2ccccc12,0,0,8.962478269085413,8.962478269085413,0.7453240740740743,0.7453240740740743,0.4480686311903014,12.2,202.257,0.08886153141557314,-0.41062340870641245,0.41062340870641245,0.08886153141557314,1.4,2.2,2.933333333333333,16.434080325086978,10.055357681596046,2.0850199791076296,-1.9974850037605405,2.19430070041063,-1.9842760686173886,6.098900718335031,0.31770020356946665,2.695747877824643,2.5132734275762347,485.08270571066373,5.138967507909053,3.5446280283523817,3.5446280283523817,2.5076607224961593,2.5076607224961593,1.7856152145868263,1.7856152145868263,-1.7699999999999996,4596.250131691017,9.772438771927312,4.170877177468794,1.7261655375402125,48.38,2,3,0,0,0,1,1,2,2,2,3,3,0,0,0,2,3.146300000000001,61.53020000000002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)Nc1cc(=O)nc2nc[nH]n12,0,0,11.408130196523054,11.408130196523054,0.14212962962962927,-0.43157549130763395,0.7715230445992525,10.5625,221.22,0.2762538240131722,-0.31043805297303495,0.31043805297303495,0.2762538240131722,1.625,2.4375,3.1875,16.150005784540507,10.307139704971911,2.071735981805491,-2.0452664287985516,2.0423155011316703,-2.176984574972454,5.893862186593224,-0.11578434361909558,2.651483649347158,2.389567620173529,570.5281870228736,4.934773542275159,3.3005039116629593,3.3005039116629593,2.0226960939910112,2.0226960939910112,1.3526869597564757,1.3526869597564757,-2.18,5883.642217901343,10.341598816932294,4.13201156059763,1.9237757725294324,92.15,2,7,0,0,0,0,2,2,5,2,7,3,0,0,0,2,0.15619999999999978,57.1454,0,0,0,0,0,4,1,0,0,0,1,1,0,0,3,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCP(=O)([O-])c1ccccc1,0,0,11.823101379440665,11.823101379440665,0.3025925925925925,-3.335078577727387,0.5510011625334136,11.6,225.24800000000002,0.043293435428860064,-0.7959782985781054,0.7959782985781054,0.043293435428860064,1.1333333333333333,1.8,2.4,31.177558913061347,10.20693469304183,2.0887193214898576,-2.2307390722289253,2.3473245483087934,-2.1712273241336164,7.642233114959367,-0.17074379351364868,2.2578990918934974,2.4899695308233345,321.65382107814764,7.332739190020288,3.7932386863072165,6.103695176982753,2.4556311550066434,4.445541880469439,1.5309554089221034,3.055457220797565,-0.5900000000000001,2357.2466519368113,12.47939625260236,6.093471214101162,4.190965225133658,40.129999999999995,0,2,0,0,0,1,0,1,2,0,3,6,0,0,0,1,2.5306000000000006,62.69150000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CCCCOC(=O)c1cc(=O)[nH]c2ccccc12,0,0,11.910702003023431,11.910702003023431,0.29523932875619363,-0.43912037037036966,0.6646381998989055,10.5,245.278,0.3385164751527614,-0.4620782709327831,0.4620782709327831,0.3385164751527614,1.3333333333333333,2.111111111111111,2.888888888888889,16.532749665832526,10.103063713943868,2.1193617686460557,-2.0607898521171033,2.1499642124318328,-2.128834179622474,6.026177861255428,0.050161994066273946,2.3750209252378633,2.3711838123375513,615.7103679988246,6.012854889856406,4.082319835673937,4.082319835673937,2.7014974371541296,2.7014974371541296,1.7604817141197011,1.7604817141197011,-2.0999999999999996,13896.247433566738,12.35936766919926,5.489653133998208,2.587330119349896,59.160000000000004,1,4,0,0,0,1,1,2,3,1,4,4,0,0,0,2,2.4850000000000003,69.75920000000004,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CCCCP(=O)([O-])CCC(=O)[O-],0,0,11.030555555555555,11.030555555555555,0.10791666666666666,-3.433765432098766,0.5343209723996027,11.5,192.15099999999995,0.04180246973865362,-0.7992970585328005,0.7992970585328005,0.04180246973865362,1.4166666666666667,2.0,2.4166666666666665,31.177507550891722,10.385822182319295,2.0564924250753105,-2.225083928696721,2.3624162842300476,-2.241258770693164,7.560804853306785,-0.3049384335242295,1.9774391849789053,3.712521387474597,189.8453973109586,5.961720173355045,2.737315630515672,5.260823174504176,1.508970955395562,3.4115577945362756,0.7724512529712433,2.3173537589137294,-0.3400000000000001,288.70612100692017,11.660000000000002,5.33101689428904,6.375268806606382,80.25999999999999,0,4,0,0,0,0,0,0,4,0,5,6,0,0,0,0,-0.43510000000000004,41.87250000000002,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOc1ccc2ncc(C(=O)[O-])c(O)c2c1,0,0,10.780050031988614,10.780050031988614,0.3239430324598973,-1.4566855368690683,0.8727585071000151,10.5,246.24199999999996,0.13521122290593607,-0.5446086953089126,0.5446086953089126,0.13521122290593607,1.5,2.2777777777777777,2.9444444444444446,16.47681811771351,10.115887652157017,2.090456989022552,-2.0956839078760803,2.2931195343986235,-2.220719984919971,5.973709650428216,-0.2546668701168646,2.363183190233425,2.518652486986212,594.8060923945558,5.590275843031673,3.835355386520269,3.835355386520269,2.503759684482934,2.503759684482934,1.6167967930063327,1.6167967930063327,-2.3,12591.040037563687,12.164699343827316,4.9120386690167175,2.198920279831623,82.48,1,5,0,0,0,1,1,2,5,1,5,4,0,0,0,2,1.0926999999999998,63.524300000000025,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC[C@@](O)(CC[NH+](C)C)c1ccc(OC)cc1,0,0,10.840927815570673,10.840927815570673,0.7100283446712017,-0.7100283446712017,0.7648666048178858,14.555555555555555,252.378,0.1183813718938138,-0.49676818872927847,0.49676818872927847,0.1183813718938138,1.1666666666666667,1.7777777777777777,2.2222222222222223,16.465308724214264,9.858731491107827,2.285346610759241,-2.2856904331976224,2.3028179724424236,-3.054463431499925,5.30361690415841,-0.8589716615011342,2.3675983299561327,2.8646710204757855,348.01616352106794,6.675113391458061,5.217192876893911,5.217192876893911,3.32952646035725,3.32952646035725,2.185301814904013,2.185301814904013,-1.06,8722.232247558393,14.999031877213696,6.760871550741902,4.000193153803801,33.900000000000006,2,3,0,0,0,1,0,1,2,2,3,7,0,0,0,1,1.2175,74.09350000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCCc1ccc(OCCNC(=O)CC)cc1,0,0,10.97303511625398,10.97303511625398,0.06193863495811591,0.06193863495811591,0.7375201723242739,10.0,235.32699999999997,0.21933474767988456,-0.4917623592238539,0.4917623592238539,0.21933474767988456,1.2352941176470589,1.9411764705882353,2.5294117647058822,16.47749113343808,10.11864095089031,1.9697770235926553,-2.0735953343585316,2.1243940763936378,-2.2662854280331426,5.748762400662924,-0.1203721478722599,2.363207070768709,2.247683677062741,332.5803757963123,6.2431643642575105,3.945918684488637,3.945918684488637,2.4761008627460455,2.4761008627460455,1.5253531456791638,1.5253531456791638,-1.5099999999999998,7004.545757758454,13.554557779212395,7.712913530211321,5.384053235981984,38.33,1,3,0,0,0,1,0,1,2,1,3,7,0,0,0,1,2.5441000000000003,69.23270000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCN(CC)S(=O)(=O)c1cccc2nonc12,0,0,12.32287037037037,12.32287037037037,0.13884259259259313,-3.526874999999999,0.8214600130358997,12.411764705882353,255.299,0.2449115312754039,-0.24330285668346424,0.2449115312754039,0.24330285668346424,1.2352941176470589,1.9411764705882353,2.588235294117647,32.23342661056634,10.303837961525753,2.2499717386591924,-2.1754911457844743,2.223613974268436,-2.302812686435367,7.88949679989729,0.3146520523010101,2.7710595985739315,2.635170122101089,616.5127604464516,6.763142990634093,3.477432805257097,5.383789670035179,2.5722289500293782,4.653707674301105,1.6921468023248405,3.2868641692604332,-1.4700000000000002,9543.52925748862,11.999329445189208,4.420446218504293,1.9132626770192482,76.30000000000001,0,6,0,0,0,1,1,2,5,0,7,4,0,0,0,2,1.2533,61.91080000000004,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
