SMILES,PKM2_inhibition,ERK2_inhibition,VSA_EState10,FractionCSP3,PEOE_VSA12,VSA_EState6,fr_phos_acid,SMR_VSA6,VSA_EState1,fr_Al_OH_noTert,fr_Al_OH_noTert,SPS,SPS,VSA_EState9,fr_NH2,fr_NH2,Chi1n,fr_C_O,fr_C_O,Chi4n,Chi4n,PEOE_VSA1,LabuteASA,fr_C_O_noCOO,fr_C_O_noCOO,fr_phenol_noOrthoHbond,fr_phenol_noOrthoHbond,fr_Al_OH,fr_Al_OH,AvgIpc,AvgIpc,VSA_EState8,BalabanJ,BalabanJ,Chi0n,PEOE_VSA13,Chi1,NumAromaticCarbocycles,NumAromaticCarbocycles,Chi1v,Chi1v,SMR_VSA7,fr_lactam,Kappa3,Kappa3,HeavyAtomMolWt,fr_COO,fr_COO,fr_HOCCN,NumHDonors,NumHDonors,VSA_EState2,EState_VSA11,Kappa2,Kappa2,fr_barbitur,fr_barbitur,Chi2n,Chi2n,EState_VSA8,fr_Ar_COO,fr_Ar_COO,NumValenceElectrons,PEOE_VSA10,VSA_EState4,NumSaturatedHeterocycles,NumSaturatedHeterocycles,ExactMolWt,NHOHCount,NHOHCount,PEOE_VSA11,fr_ketone_Topliss,fr_ketone_Topliss,fr_azo,EState_VSA9
CC(C)c1ccc(NC(=O)c2cccnc2)cc1,0,0,0.0,0.2,0.0,11.390719167296549,0,5.316788604006331,0.0,0,0,10.38888888888889,10.38888888888889,0.0,0,0,5.9792817386025305,1,1,1.651689627098205,1.651689627098205,5.316788604006331,106.87929804774575,1,1,0,0,0,0,2.4007041457777585,2.4007041457777585,4.284179166258892,2.079845922271851,2.079845922271851,10.551614308670455,5.907179729351506,8.664703797946448,1,1,5.9792817386025305,5.9792817386025305,59.918792537389805,0,2.943931331747919,2.943931331747919,224.17799999999997,0,0,0,1,1,15.805620373927553,0.0,5.448963289892988,5.448963289892988,0,0,4.472533551070905,4.472533551070905,24.148241524334786,0,0,92,0.0,2.6185795645418666,0,0,240.126263132,1,1,0.0,0,0,0,0.0
CC(Nc1ccccc1)=[NH+]c1ccccc1,0,0,0.0,0.07142857142857142,5.835619785757269,20.209811980347695,0,5.316788604006331,0.0,0,0,11.1875,11.1875,0.0,0,0,5.321367205045918,0,0,1.507235073664234,1.5072350736642341,0.0,95.6635662238224,0,0,0,0,0,0,2.3115289161243,2.3115289161242996,2.013888888888889,2.0909283750699563,2.0909283750699563,9.27350269189626,0.0,7.84333659290053,2,2,5.321367205045918,5.321367205045918,60.6636706846161,0,2.953088807142451,2.953088807142451,196.16799999999995,0,0,0,2,2,3.2958985260770977,0.0,5.121140695118211,5.121140695118211,0,0,3.607050807568879,3.607050807568879,10.309193336642,0,0,80,11.374772549367124,2.1730205971277403,0,0,211.12297490009,2,2,0.0,0,0,0,0.0
CCC(CC)C(=O)NCc1ccccc1OC,0,0,0.0,0.5,5.907179729351506,7.732940444696396,0,7.109797541277533,5.239455782312925,0,0,10.352941176470589,10.352941176470589,1.6404215482489293,0,0,6.120338909199534,1,1,1.835153424399817,1.8351534243998173,10.05365155780638,103.17586954782853,1,1,0,0,0,0,2.3771461732196544,2.3771461732196544,4.604207294028723,2.577896564016854,2.577896564016854,10.824568270435499,0.0,8.223075312662978,1,1,6.120338909199534,6.120338909199534,29.828919765543436,0,3.768909350588677,3.768909350588677,214.15899999999996,0,0,0,1,1,11.826343537414965,0.0,6.941744207933396,6.941744207933396,0,0,4.043071002652927,4.043071002652927,5.316788604006331,0,0,94,5.749511833283905,1.0086167800453516,0,0,235.157228912,1,1,0.0,0,0,0,4.736862953800049
CCC/C(=N\O)c1c[nH]c2ccccc12,0,0,0.0,0.25,0.0,8.014473497732427,0,0.0,0.0,0,0,12.2,12.2,0.0,0,0,5.138967507909053,0,0,1.7856152145868265,1.7856152145868263,10.191231545724499,88.42559126736703,0,0,0,0,0,0,2.695747877824643,2.695747877824643,2.0694690098261526,2.5132734275762347,2.5132734275762347,8.695392099321142,0.0,7.363703305156273,1,1,5.138967507909053,5.138967507909053,36.02576333715651,0,1.7261655375402123,1.7261655375402125,188.14499999999998,0,0,0,2,2,3.1694170445956162,0.0,4.170877177468794,4.170877177468794,0,0,3.5446280283523817,3.5446280283523817,17.06342844738837,0,0,78,0.0,2.8144935752078615,0,0,202.110613068,2,2,0.0,0,0,0,5.20725302477729
CCCC(=O)Nc1cc(=O)nc2nc[nH]n12,0,0,0.0,0.3333333333333333,5.907179729351506,1.2487499999999998,0,5.316788604006331,1.4394444444444443,0,0,10.5625,10.5625,0.0,0,0,4.934773542275159,1,1,1.3526869597564757,1.3526869597564757,5.316788604006331,90.50963586723559,1,1,0,0,0,0,2.651483649347158,2.651483649347158,1.906832561728395,2.389567620173529,2.389567620173529,8.72705146817995,11.3369206189712,7.702708600407233,0,0,4.934773542275159,4.934773542275159,22.74749122234998,0,1.9237757725294324,1.9237757725294324,210.132,0,0,0,2,2,30.121872086797683,0.0,4.13201156059763,4.13201156059763,0,0,3.3005039116629598,3.3005039116629593,20.383427454201787,0,0,84,12.14518285259957,-0.43157549130763395,0,0,221.091274592,2,2,0.0,0,0,0,0.0
CCCCCCP(=O)([O-])c1ccccc1,0,0,0.0,0.5,0.0,8.72185759952129,0,6.161910027467921,11.823101379440665,0,0,11.6,11.6,-3.335078577727387,0,0,5.5227733191464345,0,0,1.5309554089221034,1.5309554089221034,9.458459887683805,91.79155971629325,0,0,0,0,0,0,2.2578990918934974,2.2578990918934974,2.119029195011338,2.4899695308233345,2.4899695308233345,9.185995428308553,0.0,7.16583188730236,1,1,7.332739190020288,7.332739190020288,30.33183534230805,0,4.190965225133658,4.190965225133658,207.10399999999996,0,0,0,0,0,11.823101379440665,0.0,6.093471214101162,6.093471214101162,0,0,3.793238686307217,3.7932386863072165,6.923737199690624,0,0,84,0.0,0.0,0,0,225.10499002590998,0,0,0.0,0,0,0,0.0
CCCCOC(=O)c1cc(=O)[nH]c2ccccc12,0,0,0.0,0.2857142857142857,5.559266895052007,8.477974300831443,0,6.606881964512918,5.1398715041572185,0,0,10.5,10.5,0.0,0,0,6.012854889856406,1,1,1.7604817141197011,1.7604817141197011,9.720841474747257,104.59401563375613,1,1,0,0,0,0,2.375020925237864,2.3750209252378633,2.4096417810951545,2.3711838123375517,2.3711838123375513,10.232816560899362,0.0,8.719545352812842,1,1,6.012854889856406,6.012854889856406,46.249090913128875,0,2.587330119349896,2.587330119349896,230.15799999999996,0,0,0,1,1,26.07493677563618,0.0,5.489653133998208,5.489653133998208,0,0,4.082319835673937,4.082319835673937,4.9839785209472085,0,0,94,0.0,0.6750334362139925,0,0,245.10519334,1,1,0.0,0,0,0,4.736862953800049
CCCCP(=O)([O-])CCC(=O)[O-],0,0,0.0,0.8571428571428571,0.0,0.0,0,12.323820054935842,11.030555555555555,0,0,11.5,11.5,-3.433765432098766,0,0,3.9665123659474713,1,1,0.7724512529712433,0.7724512529712433,19.359524466596334,72.0551634768656,1,1,0,0,0,0,1.9774391849789053,1.9774391849789053,1.887650069286974,3.712521387474597,3.712521387474597,7.115740663288149,0.0,5.4771623912162095,0,0,5.961720173355045,5.961720173355045,0.0,0,6.375268806606382,6.375268806606382,179.04699999999997,1,1,0,0,0,20.979216348576468,0.0,5.33101689428904,5.33101689428904,0,0,2.737315630515672,2.737315630515672,0.0,0,0,72,0.0,0.0,0,0,192.05624268582002,0,0,0.0,0,0,0,0.0
CCCOc1ccc2ncc(C(=O)[O-])c(O)c2c1,0,0,0.0,0.23076923076923078,0.0,4.960313681027967,0,6.606881964512918,5.416661470143612,0,0,10.5,10.5,0.0,0,0,5.590275843031673,1,1,1.6167967930063327,1.6167967930063327,19.74445492755328,103.6560189237078,1,1,0,0,0,0,2.363183190233425,2.363183190233425,2.5358643372153473,2.518652486986212,2.518652486986212,9.842786701523105,0.0,8.630228955335799,1,1,5.590275843031673,5.590275843031673,29.959396268694903,0,2.198920279831623,2.198920279831623,234.14599999999996,1,1,0,1,1,14.72829730775077,0.0,4.9120386690167175,4.9120386690167175,0,0,3.835355386520269,3.835355386520269,4.9839785209472085,1,1,94,11.49902366656781,0.17730555030654283,0,0,246.07718144391,1,1,0.0,0,0,0,4.736862953800049
CCC[C@@](O)(CC[NH+](C)C)c1ccc(OC)cc1,0,0,0.0,0.6,0.0,7.7737443310657595,0,27.749897912544487,5.154264508272445,0,0,14.555555555555555,14.555555555555555,5.87839689888301,0,0,6.675113391458061,0,0,2.185301814904013,2.185301814904013,14.743300079491233,110.3834948009727,0,0,0,0,1,1,2.3675983299561327,2.3675983299561327,3.068987780297304,2.864671020475785,2.8646710204757855,11.993290087468516,0.0,8.514185759316886,1,1,6.675113391458061,6.675113391458061,29.828919765543436,0,4.000193153803801,4.000193153803801,226.16999999999996,0,0,0,2,2,1.35929605484169,0.0,6.760871550741902,6.760871550741902,0,0,5.217192876893911,5.217192876893911,21.019081165045005,0,0,102,5.749511833283905,0.2820086923658356,0,0,252.19580549209,2,2,0.0,0,0,0,4.736862953800049
CCCc1ccc(OCCNC(=O)CC)cc1,0,0,0.0,0.5,5.907179729351506,8.13113709372638,0,13.151638370425493,5.519310515873015,0,0,10.0,10.0,0.0,0,0,6.2431643642575105,1,1,1.5253531456791638,1.5253531456791638,10.05365155780638,103.17586954782853,1,1,0,0,0,0,2.363207070768709,2.363207070768709,5.07511575130987,2.247683677062741,2.247683677062741,10.661431563618969,0.0,8.257550155273627,1,1,6.243164364257511,6.2431643642575105,29.828919765543436,0,5.384053235981984,5.384053235981984,214.15899999999993,0,0,0,1,1,10.97303511625398,0.0,7.712913530211321,7.712913530211321,0,0,3.945918684488637,3.945918684488637,24.373259940620173,0,0,94,12.356393797796823,1.3325331136816527,0,0,235.157228912,1,1,0.0,0,0,0,4.736862953800049
CCN(CC)S(=O)(=O)c1cccc2nonc12,0,0,0.0,0.4,10.023291153407584,4.801773904006048,0,13.08951281182515,30.582026171579745,0,0,12.411764705882351,12.411764705882353,-3.526874999999999,0,0,5.323079661833454,0,0,1.6921468023248405,1.6921468023248405,0.0,99.22978350894556,0,0,0,0,0,0,2.7710595985739315,2.7710595985739315,4.422093253968254,2.635170122101089,2.635170122101089,9.6208983182973,0.0,8.107720241012567,1,1,6.763142990634093,6.763142990634093,18.19910120538483,0,1.913262677019248,1.9132626770192482,242.19499999999996,0,0,0,0,0,0.13884259259259313,0.0,4.420446218504293,4.420446218504293,0,0,3.477432805257097,3.477432805257097,14.94236545114424,0,0,92,10.412184193134037,0.720028817082389,0,0,255.067762276,0,0,5.516700717616262,0,0,0,0.0
CCOC(=O)CCc1nc2ccccc2[nH]1,0,0,0.0,0.3333333333333333,0.0,7.809360827664399,0,6.606881964512918,4.857075302343159,0,0,10.5625,10.5625,0.0,0,0,5.385700852121356,1,1,1.5776581484187626,1.5776581484187626,9.720841474747257,93.64165395472668,1,1,0,0,0,0,2.6913121173911603,2.6913121173911603,2.2341786606617955,2.017225121773479,2.017225121773479,9.194431596745831,0.0,7.792024997884274,1,1,5.385700852121356,5.385700852121356,30.089872771846366,0,2.392437993029034,2.392437993029034,204.14399999999998,0,0,0,1,1,18.723286958301838,0.0,4.787865961199294,4.787865961199294,0,0,3.505667604309275,3.505667604309275,9.967957041894417,0,0,84,5.824404497999927,1.9330719849668268,0,0,218.105527688,1,1,0.0,0,0,0,4.736862953800049
CCOC(=O)N=[S@@](N)(=O)c1ccc(Cl)cc1,0,0,5.66137769533212,0.2222222222222222,0.0,5.939415312421264,0,6.606881964512918,19.683448662901377,0,0,13.9375,13.9375,-3.2566512345679013,1,1,4.427053703674904,1,1,0.942839906980826,0.9428399069808261,4.736862953800049,98.85828223822578,1,1,0,0,0,0,2.172475590045496,2.172475590045496,1.7703520469763256,3.059822831483243,3.059822831483243,8.552029357499315,0.0,7.453525587537065,1,1,6.38315269294247,6.38315269294247,29.288101587587764,0,3.4779636707248627,3.4779636707248627,251.62999999999997,0,0,0,1,1,11.251624762044734,0.0,5.288484069716203,5.288484069716203,0,0,2.812768920512139,2.812768920512139,9.09956224488222,0,0,88,9.915050203322009,0.0,0,0,262.017890892,2,2,0.0,0,0,0,16.73991362784046
CCOC(=O)NCc1ccc2c(c1)cc(C)n2C,0,0,0.0,0.35714285714285715,0.0,8.329619551524313,0,6.606881964512918,6.970834960527421,0,0,10.61111111111111,10.61111111111111,2.049805706041727,0,0,6.070948319333899,1,1,2.003224487173952,2.003224487173952,14.620751205597735,106.54678175838012,1,1,0,0,0,0,2.6263993317933525,2.6263993317933525,4.750380195351786,2.128798895614286,2.128798895614286,10.987324815559283,0.0,8.613392202930193,1,1,6.070948319333899,6.070948319333899,35.5228477603919,0,2.473904617998301,2.4739046179983015,228.16599999999997,0,0,0,1,1,11.200748036869069,0.0,5.123500477711226,5.123500477711226,0,0,4.311927580010211,4.311927580010211,35.00672665687314,0,0,96,0.0,3.4944811799451956,0,0,246.136827816,1,1,0.0,0,0,0,4.736862953800049
CCOC(=O)Nc1cccc2ccccc12,0,0,0.0,0.15384615384615385,0.0,13.659243984630887,0,11.923670568519249,4.844672382842026,0,0,10.0625,10.0625,0.0,0,0,5.2253974112911425,1,1,1.6115457535183897,1.6115457535183895,4.736862953800049,94.03282350758069,1,1,0,0,0,0,2.2975722153191844,2.2975722153191844,2.1520634133282948,2.3342276919971434,2.3342276919971434,9.065055246441657,0.0,7.808861750289881,2,2,5.225397411291143,5.2253974112911425,42.46456947923127,0,2.135814380474257,2.135814380474257,202.14799999999997,0,0,0,1,1,11.322812263794408,0.0,4.659852254596217,4.659852254596217,0,0,3.3721791867648827,3.3721791867648827,5.316788604006331,0,0,82,0.0,0.7745833333333336,0,0,215.094628656,1,1,0.0,0,0,0,4.736862953800049
CCOC(=O)c1cccc(C(=O)OCC)n1,0,0,0.0,0.36363636363636365,0.0,4.534667422524565,0,13.213763929025836,9.538161375661376,0,0,9.625,9.625,0.0,0,0,4.999290943846699,2,2,1.072149444581091,1.072149444581091,9.473725907600098,93.39083844592442,2,2,0,0,0,0,2.2974468083020207,2.2974468083020207,3.9389794343663396,2.860017285552168,2.8600172855521677,9.226471127297383,0.0,7.685070510202191,0,0,4.999290943846699,4.999290943846699,29.58695719508175,0,3.0471789631330406,3.0471789631330406,210.12399999999997,0,0,0,0,0,26.541800044091712,0.0,5.846757946035439,5.846757946035439,0,0,2.8490080049451203,2.8490080049451203,4.9839785209472085,0,0,86,11.387855989696922,0.2081538170823889,0,0,223.084457896,0,0,0.0,0,0,0,9.473725907600098
CCOc1ccc(C(=O)[O-])cc1OC,0,0,0.0,0.3,0.0,4.3438888888888885,0,13.716679505790452,10.196865079365079,0,0,9.571428571428571,9.571428571428571,1.4552702191987907,0,0,4.208560658885535,1,1,1.0693050958411623,1.0693050958411623,19.374790486512623,82.07401788833694,1,1,0,0,0,0,2.1824273107931647,2.1824273107931647,2.340407533383724,3.044299349852216,3.044299349852216,8.072150750610877,0.0,6.685070510202192,1,1,4.208560658885535,4.208560658885535,23.762552697081826,0,2.157161738818673,2.157161738818673,184.10599999999997,1,1,0,0,0,10.53076491244646,0.0,4.504872697550273,4.504872697550273,0,0,2.586108567803896,2.586108567803896,0.0,1,1,76,0.0,0.07435468631897235,0,0,195.06628241191,0,0,11.49902366656781,0,0,0,9.473725907600098
CCOc1ccc(CN2CCC(=O)NC2=O)cc1,0,0,0.0,0.38461538461538464,5.907179729351506,7.292858428865372,0,13.151638370425493,5.348465174445964,0,0,15.5,15.5,0.0,0,0,5.992690667493276,2,2,1.827875534296692,1.8278755342966921,9.636772684650527,105.72645205014985,2,2,0,0,0,0,2.3531926304018973,2.3531926304018973,3.544023501818797,1.9630302049356625,1.9630302049356623,10.309786668396242,0.0,8.685871848001627,1,1,5.992690667493276,5.992690667493276,29.828919765543436,0,2.999308147138463,2.999308147138463,232.15399999999997,0,0,0,1,1,24.18278323194501,0.0,5.530426981024416,5.530426981024416,0,0,4.101847396895305,4.101847396895305,5.316788604006331,0,0,96,5.749511833283905,1.0166222600151174,1,1,248.116092372,1,1,0.0,0,0,0,4.736862953800049
CC[NH+]1CCN(Cc2nnnn2C(C)(C)C)CC1,0,0,0.0,0.9166666666666666,0.0,0.0,0,32.72378202956288,1.9365596655328798,0,0,19.33333333333333,19.333333333333332,0.0,0,0,6.840824034860095,0,0,2.4064682329140346,2.4064682329140346,4.899909730850478,108.94303912040051,0,0,0,0,0,0,2.778541301502539,2.778541301502539,15.47776423532376,1.9662553875673092,1.9662553875673094,11.978708664619077,0.0,8.503349863289463,0,0,6.840824034860095,6.840824034860095,5.824404497999927,0,3.0548782705930697,3.0548782705930697,228.17399999999998,0,0,0,1,1,4.1474659470269595,0.0,5.319112434252318,5.319112434252318,0,0,6.057438258693335,6.057438258693335,48.120310529223744,0,0,102,0.0,-0.04630554768203554,1,1,253.21352122008997,1,1,5.824404497999927,0,0,0,0.0
CCc1ccccc1N1C(=O)[C@H]2CC=CC[C@@H]2C1=O,0,0,0.0,0.375,11.814359458703011,7.687255763416478,0,4.899909730850478,0.0,0,0,25.84210526315789,25.842105263157894,0.0,0,0,6.8440892223949925,2,2,3.0656728384670635,3.0656728384670635,0.0,112.46243679451123,2,2,0,0,0,0,2.7140207867136232,2.7140207867136232,2.040143140589569,2.018456298695589,2.018456298695589,11.003832673504336,0.0,9.23638210521845,1,1,6.8440892223949925,6.8440892223949925,41.9809599792112,0,1.80592582980236,1.80592582980236,238.18099999999995,0,0,0,0,0,26.397746598639458,0.0,4.649081191980852,4.649081191980852,0,0,5.149946441031302,5.149946441031302,0.0,0,0,98,0.0,1.8242649281935002,1,1,255.125928784,0,0,0.0,0,0,0,0.0
CCc1nn2cc(-c3ccccc3)[nH+]c2s1,0,0,1.7090653344671198,0.16666666666666666,0.0,10.294024444654404,0,0.0,1.9224537037037037,0,0,11.0625,11.0625,0.0,0,0,5.323679684608577,0,0,1.6916895723848169,1.6916895723848169,0.0,97.3846547502758,0,0,0,0,0,0,2.86968412445312,2.86968412445312,2.1214092025699167,2.0958509780151937,2.0958509780151937,8.973883877788083,0.0,7.864504642955708,1,1,6.140176265536304,6.1401762655363035,41.53630261077389,0,1.5113354082933048,1.5113354082933048,218.21999999999997,0,0,0,0,0,4.4787991307634165,0.0,3.717650409398363,3.717650409398363,0,0,3.6328760528054143,3.6328760528054143,29.139131665862088,0,0,80,5.007623696852765,2.3057884542705973,0,0,230.07464480408998,1,1,11.890771566461538,0,0,0,0.0
