qed,Kappa3,Chi1v,FpDensityMorgan2,BCUT2D_LOGPHI,BCUT2D_MRLOW,FpDensityMorgan1,BertzCT,fr_methoxy,MolLogP,MaxEStateIndex,fr_NH0,FpDensityMorgan3,BCUT2D_CHGHI,BalabanJ,BCUT2D_LOGPLOW,MinEStateIndex,SPS,TPSA,Chi3v,MaxAbsEStateIndex,BCUT2D_MWLOW,NumAromaticHeterocycles,MinPartialCharge,AvgIpc,fr_ether,BCUT2D_MRHI,MinAbsPartialCharge,MinAbsEStateIndex,BCUT2D_CHGLO,MolMR,fr_Ar_N,Chi4v,Kappa1,fr_sulfonamd,HallKierAlpha,BCUT2D_MWHI,Chi4n
0.534320972,6.375268807,5.961720173,2,2.362416284,-0.304938434,1.416666667,189.8453973,0,-0.4351,11.03055556,0,2.416666667,2.056492425,3.712521387,-2.241258771,-3.433765432,11.5,80.26,3.411557795,11.03055556,10.38582218,0,-0.799297059,1.977439185,0,7.560804853,0.04180247,0.107916667,-2.225083929,41.8725,0,2.317353759,11.66,0,-0.34,31.17750755,0.772451253
0.872758507,2.19892028,5.590275843,2.277777778,2.293119534,-0.25466687,1.5,594.8060924,0,1.0927,10.78005003,1,2.944444444,2.090456989,2.518652487,-2.220719985,-1.456685537,10.5,82.48,2.503759684,10.78005003,10.11588765,1,-0.544608695,2.36318319,1,5.97370965,0.135211223,0.323943032,-2.095683908,63.5243,1,1.616796793,12.16469934,0,-2.3,16.47681812,1.616796793
0.764866605,4.000193154,6.675113391,1.777777778,2.302817972,-0.858971662,1.166666667,348.0161635,1,1.2175,10.84092782,0,2.222222222,2.285346611,2.86467102,-3.054463431,-0.710028345,14.55555556,33.9,3.32952646,10.84092782,9.858731491,0,-0.496768189,2.36759833,1,5.303616904,0.118381372,0.710028345,-2.285690433,74.0935,0,2.185301815,14.99903188,0,-1.06,16.46530872,2.185301815
0.737520172,5.384053236,6.243164364,1.941176471,2.124394076,-0.120372148,1.235294118,332.5803758,0,2.5441,10.97303512,0,2.529411765,1.969777024,2.247683677,-2.266285428,0.061938635,10,38.33,2.476100863,10.97303512,10.11864095,0,-0.491762359,2.363207071,1,5.748762401,0.219334748,0.061938635,-2.073595334,69.2327,0,1.525353146,13.55455778,0,-1.51,16.47749113,1.525353146
0.821460013,1.913262677,6.763142991,1.941176471,2.223613974,0.314652052,1.235294118,616.5127604,0,1.2533,12.32287037,3,2.588235294,2.249971739,2.635170122,-2.302812686,-3.526875,12.41176471,76.3,4.653707674,12.32287037,10.30383796,1,-0.243302857,2.771059599,0,7.8894968,0.243302857,0.138842593,-2.175491146,61.9108,2,3.286864169,11.99932945,1,-1.47,32.23342661,1.692146802
0.798990742,2.392437993,5.385700852,2.25,2.108508719,-0.142585531,1.4375,457.4793468,0,2.0586,11.16767164,1,3,2.056091738,2.017225122,-2.051932246,-0.177818405,10.5625,54.98,2.309671982,11.16767164,10.28693478,1,-0.46595934,2.691312117,1,5.747304598,0.305725188,0.177818405,-1.983894272,61.0477,2,1.577658148,10.67029998,0,-1.84,16.53181554,1.577658148
0.886931308,3.477963671,6.383152693,2.0625,2.138251345,0.163791633,1.5,491.9804913,0,2.1971,11.8514607,1,2.5625,2.096456941,3.059822831,-2.14961355,-3.256651235,13.9375,81.75,3.249198375,11.8514607,10.36434172,0,-0.447760114,2.17247559,1,7.913127628,0.442681394,0.151261075,-2.030706115,61.4978,0,1.974446744,12.95715917,0,-1.11,35.49569154,0.942839907
0.90451141,2.473904618,6.070948319,2.166666667,2.191647902,0.151417566,1.388888889,572.4228336,0,2.73282,11.20074804,1,2.888888889,2.043649371,2.128798896,-2.230367681,-0.373297063,10.61111111,43.26,3.059027088,11.20074804,10.13994564,1,-0.449852263,2.626399332,1,5.816737201,0.406883997,0.373297063,-2.054967723,71.5177,1,2.003224487,12.48596714,0,-1.97,16.5463787,2.003224487
0.83320695,2.13581438,5.225397411,1.9375,2.223301315,0.167686657,1.1875,502.7636829,0,3.4082,11.32281226,0,2.75,2.041619098,2.334227692,-2.128602303,-0.417728647,10.0625,38.33,2.301799287,11.32281226,10.09859152,0,-0.44960739,2.297572215,1,5.99509612,0.411122349,0.371626433,-2.076027236,64.5927,0,1.611545754,10.48655303,0,-2.03,16.54645002,1.611545754
0.722320122,3.047178963,4.999290944,1.5,2.028751572,0.051127693,1.0625,356.0758819,0,1.435,11.34052965,1,1.875,2.126875784,2.860017286,-2.119770484,-0.547547714,9.625,65.49,1.718231077,11.34052965,10.27501557,1,-0.461263357,2.297446808,2,5.909860763,0.356435596,0.104076909,-2.032032771,56.15,1,1.072149445,12.16097232,0,-1.91,16.53715484,1.072149445
0.699779095,2.157161739,4.208560659,2.142857143,2.27104857,-0.254567528,1.428571429,332.8939251,1,0.4574,10.53076491,0,2.642857143,2.045241597,3.04429935,-2.216549201,-1.230232899,9.571428571,58.59,1.69916917,10.53076491,10.17710971,0,-0.544812691,2.182427311,2,5.862355995,0.160891136,0.074354686,-2.105371952,48.4935,0,1.069305096,10.37136697,0,-1.71,16.51350759,1.069305096
0.878626226,2.999308147,5.992690667,2,2.142655452,-0.121094631,1.277777778,442.0545081,0,1.5272,11.54778049,1,2.611111111,2.220193124,1.963030205,-2.483525122,-0.319319702,15.5,58.64,2.750138831,11.54778049,10.16161224,0,-0.493889746,2.35319263,1,5.960833897,0.32385503,0.205607661,-2.260266815,66.1767,0,1.827875534,12.41779192,0,-2.04,16.4760571,1.827875534
0.762183122,3.054878271,6.840824035,1.888888889,2.137972178,-0.902341816,1.222222222,372.1645088,0,-0.8515,4.169313508,5,2.444444444,2.236498319,1.966255388,-3.139931229,-0.046305548,19.33333333,51.28,3.597692557,4.169313508,10.11032837,1,-0.333043432,2.778541302,0,4.870214916,0.165341365,0.046305548,-2.312766964,69.3277,4,2.406468233,13.42233209,0,-1.01,15.56231421,2.406468233
0.601618365,1.80592583,6.844089222,1.631578947,2.381412682,-0.122020912,1.052631579,535.6222902,0,2.7046,12.48996126,1,2.210526316,2.476146164,2.018456299,-2.312370015,-0.150544218,25.84210526,37.38,4.120990483,12.48996126,9.851918804,0,-0.273671,2.714020787,0,6.220959668,0.237516239,0.027546296,-2.176863492,73.667,0,3.065672838,12.15013569,0,-1.9,16.18177633,3.065672838
0.665001011,1.511335408,6.140176266,2.125,2.177357323,-0.327105517,1.3125,578.0251894,0,2.4393,4.481302438,2,2.8125,2.146458021,2.095850978,-1.995230415,0.986961294,11.0625,31.44,3.610486697,4.481302438,10.16378413,2,-0.225413215,2.869684124,0,7.158048694,0.225413215,0.986961294,-1.891996875,64.4387,3,2.536050683,9.539182526,0,-1.68,32.13355222,1.691689572
0.829584005,1.921630295,5.741914499,2.357142857,2.275962557,-0.121626195,1.571428571,332.5529868,0,1.8391,11.52009212,2,2.857142857,2.252786468,1.921529536,-2.274494007,0.106530612,16.35714286,54.88,3.458404132,11.52009212,9.847583534,1,-0.300286005,2.484182311,0,7.149158754,0.228808848,0.106530612,-2.2257793,55.2577,2,2.007332262,9.57988572,0,-0.97,32.13358333,1.324885229
0.883126292,2.383520474,6.07696366,2.1875,2.150701543,0.642407679,1.375,473.2628103,0,1.98344,4.362855174,4,2.75,2.032716433,1.988125317,-2.102714901,0.636925548,10.6875,55.63,3.277991117,4.362855174,10.39754515,2,-0.340830414,2.820149673,0,7.147186093,0.206611673,0.636925548,-2.035466328,64.6107,4,2.112983372,11.06730865,0,-1.43,32.13358345,1.445441101
0.878256322,4.244972785,5.742493787,2.058823529,2.251462114,-0.872288779,1.411764706,405.492144,0,1.0449,11.36809379,1,2.529411765,2.106314884,2.792566283,-3.036966291,-0.432514277,10.47058824,33.98,2.411754381,11.36809379,10.18134099,0,-0.408619354,2.204154998,1,6.317558489,0.408619354,0.391548879,-2.126027222,67.6777,0,1.572390287,13.8035324,0,-1.26,35.49569149,1.330674617
0.843761048,2.6836424,6.485261397,2,2.318757341,0.173625149,1.294117647,513.0372248,0,0.3113,11.4962663,1,2.705882353,2.152839255,2.055143917,-2.346044914,-3.399196192,14.29411765,67.87,3.846963275,11.4962663,10.18143588,0,-0.45359548,2.728877652,2,7.865969297,0.278737968,0.210527408,-2.118969785,62.0115,0,1.961809722,12.15496917,0,-1.31,32.23877349,1.354543313
0.714491761,3.270165492,4.550713037,1.6875,2.121684449,-0.142442814,1.0625,368.4662414,2,1.025,11.09999497,0,2.1875,2.054208561,2.577336039,-2.121120638,-0.461069959,9.375,61.83,1.859771424,11.09999497,10.19602193,0,-0.481912461,2.350975415,3,5.888831973,0.343380392,0.158659848,-2.046390309,55.2925,0,1.006279318,12.03163324,0,-2.04,16.56074033,1.006279318
0.588759946,2.30025572,5.331259966,2.333333333,2.223176612,-0.136948796,1.533333333,447.227166,1,2.0929,10.88781053,1,3.066666667,2.078160997,2.118871395,-2.021268968,-0.289577664,10.46666667,52.33,2.617039276,10.88781053,10.32320588,1,-0.468378004,2.679667252,1,7.992582525,0.315664798,0.211628874,-1.935334572,56.749,1,1.763176476,10.04234514,0,-1.49,32.16656626,1.092396277
0.457637437,2.197100589,3.916232556,2.583333333,1.908732641,-0.678134737,1.833333333,193.0905098,1,-2.3887,11.09555933,0,3.166666667,2.27432049,2.387381503,-2.962718185,-0.339537037,23.08333333,72.01,1.845773778,11.09555933,10.14048341,0,-0.468811903,2.086324298,1,5.849661768,0.311643525,0.077175926,-2.183854832,40.2231,0,1.156941585,8.991743119,0,-1.1,16.52316891,1.156941585
0.82339468,2.695953254,6.03049298,2,2.475006123,-0.142327517,1.333333333,443.612143,1,1.6729,11.4711119,0,2.555555556,2.488165594,2.130270387,-2.282905623,-0.188626701,23,55.4,3.289335834,11.4711119,10.00737102,0,-0.468783027,3.157135183,1,5.768607147,0.308539274,0.083917706,-2.178370868,66.6127,0,2.322358941,12.61261654,0,-1.84,16.52457803,2.322358941
0.602849166,1.904446648,4.189191399,2.071428571,2.285374744,0.059691312,1.428571429,365.3198538,2,1.7174,11.25498992,0,2.571428571,2.1432109,3.266274962,-2.045840093,-0.510416667,9.642857143,61.55,2.051440266,11.25498992,10.15647594,0,-0.495772841,2.198411912,2,6.330896852,0.341197759,0.258518519,-2.080490831,53.7559,0,1.171135515,10.65949126,0,-1.42,35.49569131,1.007472097
0.806330415,3.893813206,5.148447811,1.888888889,2.152399244,-0.144481039,1.222222222,469.2905037,1,0.9748,11.43960365,0,2.5,2.12986905,2.747240588,-2.209254909,-0.55704974,9.444444444,81.7,2.012988476,11.43960365,10.15389627,0,-0.465361641,2.358554322,2,6.013007398,0.339474225,0.232569444,-2.087922453,63.0442,0,1.233541865,13.69397953,0,-2.37,16.53657969,1.233541865
0.749550878,2.249119802,4.807754946,1.941176471,2.20104658,0.058300338,1.235294118,518.5226303,2,1.5318,11.13129386,2,2.529411765,2.151546848,2.267459556,-2.025497172,-0.631007706,10,74.45,2.130965946,11.13129386,10.19174199,1,-0.49676777,2.872861967,2,5.847778246,0.379220927,0.098779578,-1.982031139,57.6255,2,1.248526692,11.12546269,0,-2.37,16.53231743,1.248526692
0.616963437,2.276805889,5.550365893,2.166666667,2.06900877,0.197485394,1.388888889,653.5573959,1,-0.6017,11.55347076,2,2.888888889,2.094143786,2.273911056,-2.278030013,-0.481543532,11,104.8,2.572263973,11.55347076,10.44371446,2,-0.38462032,2.766552781,1,5.718951061,0.329318133,0.28364956,-2.002404859,66.9381,4,1.611751614,12.36910429,0,-2.09,16.46145684,1.611751614
0.766698679,1.876719946,5.131463104,2,2.175598041,0.188030684,1.266666667,473.6720094,1,2.29954,5.0694161,2,2.733333333,2.036449901,2.448397133,-2.02097994,0.720619095,11.13333333,27.05,2.772839432,5.0694161,10.10245152,1,-0.382835551,2.586471329,1,5.767877261,0.095862628,0.720619095,-2.044530353,61.083,2,1.681073884,10.17743771,0,-1.35,16.46215823,1.681073884
0.682826903,1.963504431,4.213186163,2.307692308,2.187676314,-0.386214617,1.615384615,299.1564427,1,-0.13948,5.874768519,1,2.846153846,2.087392929,3.153880752,-2.475448576,0.527824074,10.38461538,75.78,2.074575804,5.874768519,10.08138828,1,-0.39695519,2.136997161,1,5.524313342,0.101627678,0.527824074,-2.097336916,50.6915,1,1.243772395,9.954245998,0,-1.13,16.46172975,1.243772395
0.516344292,2.700643756,4.121027034,1.933333333,2.273418897,-0.254571795,1.266666667,396.7992633,1,-0.016,10.69366213,0,2.4,2.0749712,3.084745947,-2.217278187,-1.316967593,9.466666667,75.66,1.653014826,10.69366213,10.17686637,0,-0.544812691,2.167465244,2,5.865499673,0.307656538,0.039118481,-2.09614313,48.6335,0,1.03372401,11.03716049,0,-2.04,16.55239315,1.03372401
0.799099615,2.114428265,5.792447871,2.0625,2.271328535,0.373028559,1.375,400.0052757,1,2.1721,9.500200775,1,2.6875,2.165918686,2.223264885,-2.260471361,0.148585128,15.1875,32.7,3.313849863,9.500200775,10.16031948,0,-0.504254324,2.820127071,1,7.802912623,0.16067996,0.148585128,-2.186129196,67.1658,0,2.22299295,11.2030226,0,-1.29,32.09203978,1.913451817
0.7379365,1.786155056,4.586034448,1.933333333,2.178970738,-0.277315138,1.266666667,459.9402026,1,1.26292,11.46414832,2,2.4,1.99798219,2.407555167,-2.025651643,-0.113271447,10.26666667,50.11,2.115843296,11.46414832,10.28170277,1,-0.858511164,2.580133627,1,5.387643449,0.118512973,0.113271447,-2.097041501,54.299,2,1.384118423,9.57988572,0,-1.97,16.46529906,1.384118423
0.840771487,2.554309058,5.416089465,2.117647059,2.124338235,-0.126369218,1.411764706,427.8818111,1,0.7895,11.81345388,1,2.647058824,2.251625654,1.996330392,-2.347400805,-0.302304002,14.64705882,58.64,2.672245442,11.81345388,10.12511963,0,-0.496768216,2.763580428,1,5.961630168,0.323720473,0.175771447,-2.115333331,61.8097,0,1.723010946,11.44554971,0,-2.04,16.4652927,1.723010946
0.864239442,3.728894174,6.313782551,1.684210526,2.181356,0.191301023,1.052631579,505.2770718,1,3.14912,10.09670084,0,2.263157895,2.066826135,1.925099636,-2.115150116,-0.534991497,11.94736842,41.49,3.051677648,10.09670084,10.09805,0,-0.496768192,2.462473542,1,5.443417939,0.11838102,0.481537462,-2.134309188,77.6225,0,1.829848625,13.43209877,0,-2,16.4652989,1.829848625
0.805028537,5.519039392,7.377186376,2.235294118,2.297073793,-0.17311166,1.529411765,440.8525008,1,1.292,11.44682587,0,2.823529412,2.063473132,2.529308192,-2.148493232,-3.375170444,11,78.46,3.134510342,11.44682587,10.26446804,0,-0.799482252,2.25676296,1,7.552402446,0.224295293,0.033246488,-2.161782661,64.6382,0,1.83822043,13.74377551,0,-1.32,31.17736016,1.228948954
0.719849969,3.237538668,4.317462157,2.071428571,2.181992717,0.053521904,1.357142857,274.5794377,1,0.4272,9.039485465,0,2.714285714,2.026653107,2.496364331,-2.207059824,-0.846110166,12.21428571,58.92,1.694338833,9.039485465,10.29834731,0,-0.496624811,2.257833847,2,5.322451795,0.122633741,0.073082955,-2.097975977,51.5816,0,0.936095437,10.81849294,0,-1.26,16.49511692,0.936095437
0.706049088,1.753532195,5.392409636,2,2.285912272,0.409857463,1.111111111,643.8223291,1,3.0052,5.254602466,2,2.777777778,2.145940827,2.029790994,-1.88084758,0.348061224,10.5,61.29,2.5058656,5.254602466,10.16799144,2,-0.495988993,3.088600432,1,5.644001668,0.293428725,0.348061224,-2.023708849,63.988,2,1.662581359,10.58494782,0,-2.56,16.48107727,1.662581359
0.845598344,1.935370929,5.350953631,2,2.289940362,-0.114381156,1.25,449.0007455,1,2.744,11.40004716,0,2.625,2.191380805,2.244694023,-2.007465223,0.233701814,15.5,38.33,2.865516903,11.40004716,10.20585453,0,-0.494581003,2.6174186,1,5.983518958,0.160200796,0.233701814,-2.11450102,63.5577,0,1.848544073,10.73803417,0,-1.77,16.46632875,1.848544073
0.732844939,1.693976798,6.433057223,2.571428571,2.138287716,-0.441173788,1.714285714,358.898676,0,0.0035,11.93953704,1,3.214285714,2.319021908,2.167662275,-2.69415744,0.10587963,15.78571429,34.28,3.63652704,11.93953704,10.39240526,1,-0.26435389,2.873013992,0,8.124977838,0.26435389,0.10587963,-2.060287402,59.7072,0,2.693886234,9.733912005,0,-0.81,32.16649399,1.381012716
0.800561284,4.06348951,6.423939161,1.875,2.102689501,-0.115335661,1.25,373.1100797,0,2.5808,11.39876638,0,2.375,2.02410581,2.547051178,-2.116130586,0.004560185,9.875,46.17,2.720804122,11.39876638,10.13133123,0,-0.32607135,2.268059654,0,7.981216251,0.224700507,0.004560185,-2.044025982,68.0752,0,1.596036214,12.77798097,0,-1.29,32.16636323,1.206516663
0.775052132,2.727167117,5.849334882,2.133333333,2.097547866,0.974515645,1.333333333,412.3705544,0,2.1387,4.228987623,2,2.8,1.996131596,1.93181497,-1.999413615,0.711299131,10.2,53.6,2.497973078,4.228987623,10.20729921,1,-0.350498594,2.755868941,0,7.979870954,0.219227737,0.711299131,-2.006705471,61.9324,3,1.517911448,10.04234514,0,-1.49,32.16642627,1.198406622
0.735892559,1.841139983,6.614356653,2,2.359010245,0.510751179,1.166666667,641.724579,0,2.7028,5.604814815,4,2.833333333,2.19252011,2.26139505,-2.054076999,0.458842593,12.88888889,60.26,3.037419685,5.604814815,10.11479585,1,-0.422411729,2.525823729,1,7.979837378,0.251465036,0.458842593,-2.053065922,70.441,3,2.024833167,11.15818671,0,-1.95,32.16642648,1.728160241
0.808473663,3.950731414,5.830471932,2,2.114592793,-0.732007787,1.375,381.7641383,0,2.2731,12.08469136,0,2.5,2.240282529,2.784739068,-2.992104106,-0.084753086,13.5625,33.68,2.507795827,12.08469136,10.01441252,0,-0.333399525,2.135988249,0,6.305348297,0.219121807,0.049257606,-2.210830319,66.9229,0,1.920613894,13.2060502,0,-0.86,35.49569113,1.730326046
0.476820861,0.437439867,6.190419183,2,2.848515022,-0.010012936,1.1875,481.4104324,0,1.4246,9.292543934,2,2.6875,2.867134451,1.861804037,-2.566943672,0.025856481,72.1875,65.18,6.698525808,9.292543934,9.489381752,0,-0.410887564,2.814284848,0,6.120456008,0.067915334,0.025856481,-2.531699701,55.597,0,6.726336223,8.093124021,0,-1.06,16.4372932,6.726336223
0.539068267,1.585924529,4.62813399,2.416666667,2.207794948,-0.309208533,1.833333333,237.1777528,0,-1.0149,11.05708333,1,2.75,2.305614274,2.7889583,-2.477438099,-1.284074074,19.91666667,60.44,2.89810257,11.05708333,10.2888611,0,-0.547886355,2.298527898,0,8.234967095,0.238568589,0.232592593,-2.232202456,46.371,0,2.065649574,9.467873462,0,-0.62,32.18113999,0.843888851
0.755649788,4.125077087,5.162415989,2.066666667,2.072921134,-0.124121393,1.4,297.7502459,0,0.9737,11.48405848,0,2.666666667,2.116115535,2.414229553,-2.3184543,-0.056527778,12.13333333,49.33,2.243331499,11.48405848,10.00455928,0,-0.394544206,2.268174484,0,5.780196681,0.222745227,0.00657124,-2.107356193,59.4055,0,1.413676804,11.72326007,0,-1.35,16.2515362,1.413676804
0.622145791,1.421089172,4.608824684,2,2.25837781,-0.8012447,1.285714286,407.5034879,0,0.2807,11.78810185,0,2.642857143,2.244504201,2.394320927,-3.003663158,0.085,17.35714286,33.54,2.118666474,11.78810185,10.12972589,0,-0.347355604,2.438008106,0,6.176571125,0.216229476,0.085,-2.002892717,55.2889,0,1.527363807,8.965150829,0,-1.61,16.14007674,1.527363807
0.807293021,3.518335217,6.614643301,1.473684211,2.190864706,-0.858314091,0.947368421,519.4730329,0,1.7976,12.66745748,0,2,2.238372682,2.308374556,-3.059896216,-0.07537037,12.36842105,21.51,3.189110474,12.66745748,9.900847253,0,-0.338917367,2.455827751,0,6.005471405,0.17548366,0.07537037,-2.180582723,77.6332,0,2.259122309,13.50047253,0,-1.93,16.13891911,2.259122309
0.762899889,1.920541168,5.075356484,2.133333333,2.207841491,-0.642922794,1.333333333,494.1912558,0,0.94202,9.699422714,1,2.866666667,2.056892729,2.597766698,-2.772683168,0.14462963,10.8,49.73,2.453275712,9.699422714,10.1043555,1,-0.492903241,2.196739196,0,5.802173172,0.219918694,0.14462963,-2.040441311,59.6982,1,1.680862629,9.926624683,0,-1.61,16.26551658,1.680862629
